sn,hn 
20150317,
20150331,
20120126,
19981202,
19981221,
20090107,
20090129,
20090406,
20090601,
20090713,
20011103,
20020302,
19690501,
20000209,
20000918,
20000918,
20000918,
20100422,
20100601,
20100607,
20120410,
20120427,
20070521,
20131023,
20020608,
20131119,
20131122,
20131203,
20020608,
20020614,
20020806,
20021125,
20140407,
20140520,
20140613,
20110628,
20000208,
19990402,
19990813,
20160801,
20020604,
20150917,
20150226,
20090330,
20131217,
20020308,
20140627,
20140701,
20140702,
20140709,
20140725,
20140805,
20140812,
20140819,
20140825,
20140829,
20140905,
20140918,
20141006,
20141022,
19920504,
20110713,
20110729,
20110823,
20160407,
20150608,
20160616,
20150904,
20160224,
20160419,
20160307,
20160106,
20100714,
20100804,
20100915,
20101025,
20140124,
20150427,
19650226,
19971125,
20150302,
19860130,
20150709,
20010105,
20010326,
19660207,
19650901,
20101230,
20110127,
20110222,
20110329,
20110411,
20110418,
20150805,
20150807,
20150820,
20150820,
20150724,
20150521,
20150522,
20111007,
20111027,
20111028,
20141103,
20111123,
20111202,
20111213,
20120106,
20120127,
20150925,
19940126,
19980607,
20021130,
20021223,
20030215,
20090925,
20091027,
20141112,
20141119,
20141125,
20141128,
20000918,
20141222,
20120221,
20150109,
20150116,
20150213,
20150227,
20161220,
20160923,
20170203,
20161005,
20160223,
20170307,
20170426,
20160127,
20160404,
20170621,
20170512,
20170704,
20170515,
20180125,
20161117,
20160721,
20161026,
20170208,
20170208,
20160728,
20170711,
20161121,
20161013,
20161128,
20170821,
20160108,
20160229,
20151103,
20171228,
20160108,
20161123,
20160520,
20160901,
20160909,
20180109,
20171229,
20160330,
20160929,
20161021,
20161125,
20160711,
20161020,
20160415,
20170113,
20160304,
20160516,
20150910,
20180207,
20160912,
20160511,
20171128,
20160310,
20161101,
20150526,
20150910,
20150910,
20160204,
20160627,
20150901,
20150907,
20150825,
20160414,
20160414,
20151019,
20171226,
20171117,
20170421,
20170327,
20170210,
20170919,
20171018,
20170901,
20180209,
20171213,
20170330,
20170330,
20170331,
20170413,
20170607,
20170321,
20170728,
20171120,
20171122,
20170920,
20171101,
20170417,
20170518,
20170524,
20170306,
20180202,
20170829,
20170829,
20170510,
20180201,
20171115,
20170414,
20171025,
20170328,
20170614,
20170309,
20171227,
20170707,
20180103,
20170530,
20170728,
20170717,
20170720,
20180122,
20171012,
20180201,
20170705,
20170614,
20160706,
20170224,
20161229,
20171215,
20180212,
20170427,
20171114,
20170322,
20161128,
20161128,
20160603,
20160907,
20170816,
20160629,
20161103,
20160826,
19990831,
19990413,
19960517,
19920929,
19980506,
19990503,
19801205,
19980918,
20000120,
19981209,
19961120,
19920824,
19990428,
19991208,
19980212,
20031128,
20040813,
20000901,
20020417,
20050914,
20050923,
20050608,
20040117,
20070620,
19981210,
19981228,
20080328,
19881228,
20020715,
20060127,
19911008,
19981120,
20020408,
20020408,
20051201,
20020719,
20131114,
20050722,
20020705,
20021129,
19981106,
20040311,
20030709,
19981118,
19970517,
19990628,
19990227,
19960529,
19981211,
19990826,
19981214,
19981229,
19991210,
19981209,
20090602,
20090612,
20090623,
20090706,
20090706,
20090319,
19970923,
20070507,
19981113,
19960716,
19850304,
19981214,
19981224,
20071220,
20071224,
20071224,
20071112,
20081030,
20081030,
20080509,
20080516,
19980910,
19990628,
19990129,
19970109,
19911001,
20131017,
20100406,
20110412,
20110426,
20110427,
20120806,
20120817,
20131022,
20131029,
20131031,
20131106,
20131112,
20100422,
20110511,
19981215,
19970109,
19960716,
20051121,
19971001,
19981105,
19981107,
20080618,
20080626,
20080707,
20080731,
20080805,
20080814,
20080819,
20080908,
20080922,
19990225,
19981224,
19990512,
20031204,
20040809,
20050530,
19940520,
20070215,
19970621,
20040427,
20070215,
20031201,
19981130,
19981215,
19981223,
19990412,
19981222,
20070117,
19990227,
19981209,
19981215,
19981202,
19981223,
20040916,
20050324,
20030711,
19940523,
19961008,
20030329,
20020705,
20040331,
20100519,
20100527,
20110704,
20020708,
20131206,
20131210,
20131230,
20131230,
20100610,
20110722,
20121004,
19990730,
20020531,
20100614,
20100624,
20100630,
20050311,
20041228,
19970616,
19991231,
19991030,
20031128,
20050527,
20070522,
20050607,
20040217,
19981102,
20071030,
19940317,
19981203,
20040221,
20040414,
20110801,
20110808,
20110812,
20121025,
20121030,
20121031,
19980428,
20030604,
19981124,
19780630,
19980407,
20070111,
19980810,
19981217,
19960618,
19900205,
19981208,
19941031,
19981204,
20030528,
20020425,
20080421,
19821112,
19981216,
19980325,
19981127,
20060808,
19930622,
19981230,
20050302,
20051104,
19790630,
19981215,
19981212,
19980108,
19980514,
20050428,
20030127,
19981230,
19981230,
20020725,
19980121,
20040722,
20000412,
19981231,
19850630,
19780630,
20050704,
19990727,
20060512,
19981211,
19980827,
19980108,
19981218,
20081217,
19890807,
20091208,
20091208,
20100104,
20100104,
20060613,
20101214,
20101214,
20120330,
20120410,
20130521,
20051017,
20050622,
20051115,
20060920,
20050324,
20000711,
20060502,
20110523,
20110608,
20120817,
20120820,
20120822,
20120831,
20131114,
20131114,
20131114,
20131114,
20131126,
20100426,
20080818,
20031222,
19981029,
20051101,
19981223,
19971219,
19981209,
20130926,
20131002,
20131007,
20131014,
20020906,
20100120,
19981211,
20030702,
20140811,
20140902,
20140923,
20090710,
20090721,
20090903,
20090922,
20091007,
20091007,
20091021,
20091008,
20091106,
20091115,
19951227,
20011006,
20070802,
20071119,
20071121,
20080114,
20080121,
20021011,
20070629,
20060714,
20060504,
20060519,
19990125,
20031209,
20010621,
20050916,
20041020,
20140711,
20140717,
20140724,
20140731,
20140812,
20111011,
20140821,
20100705,
20100709,
20110914,
20040422,
20030501,
20030616,
19990619,
20000401,
19981214,
19980709,
19990412,
20121107,
20040712,
20141023,
20141028,
20141028,
20141107,
20141111,
19911108,
20060317,
19990121,
19970124,
19981106,
19981223,
19981231,
19980509,
20030722,
20060109,
20020318,
19990714,
20141114,
20141114,
20141118,
20141121,
20141127,
20130107,
20051116,
20030529,
19850925,
19980714,
19990412,
19981215,
20010810,
20111115,
20030220,
19990120,
19981217,
19970923,
19981217,
19981222,
19981201,
19980523,
20141205,
20141211,
20141217,
20141226,
20150105,
20150112,
20150112,
20150114,
20150115,
20150120,
19920108,
20061218,
19980710,
19840827,
19981125,
20040716,
20050511,
19991216,
20130603,
20110412,
20101215,
20110106,
20120410,
20120420,
20060728,
19970929,
20150306,
20150310,
20150310,
19960509,
20091021,
20140718,
20150216,
20100913,
20150310,
20150316,
19930901,
20110419,
20140319,
20150320,
20060110,
20140331,
20140404,
20140411,
20140414,
20140421,
20140429,
20140501,
20140514,
20140520,
20140526,
20140612,
20030111,
20070315,
20040820,
19910123,
19991209,
20030214,
20031115,
19981105,
19990119,
19960503,
19960521,
19980531,
19980114,
19970912,
20081015,
20090114,
20090130,
20090427,
20090501,
20090601,
20021203,
20050701,
20070111,
20041122,
20140902,
20140915,
20140923,
20120316,
19950902,
20040709,
20140926,
20140926,
20140930,
20140930,
20141002,
20141006,
20141017,
19981228,
19991203,
20100722,
20101014,
20111212,
20111226,
20130204,
20130204,
20101101,
20100809,
20100809,
20111025,
20111101,
20111109,
20121212,
20130104,
20100621,
20120109,
20130318,
20130403,
20021203,
20030106,
20030308,
19960611,
20050609,
19930106,
20060801,
20000330,
19990108,
19910709,
19880325,
20060928,
20040331,
20140513,
20140526,
20020624,
20090521,
20020408,
20111223,
20060516,
20071120,
20080117,
20130410,
20130416,
20131230,
20131230,
20131230,
20140106,
20140114,
20101126,
20101126,
20071224,
20150209,
20150209,
20150210,
20010828,
20090309,
20000114,
20150226,
20111202,
20130111,
20130128,
19980605,
19981130,
20120118,
20120210,
20130426,
20130501,
20130506,
20130514,
20060921,
20050223,
20050801,
20030614,
19950303,
19981201,
20000120,
20070831,
20070928,
19991224,
19981109,
20111007,
19981217,
19990113,
19980528,
20040117,
19970508,
20031201,
20060227,
19981130,
19981112,
20060914,
20061204,
19990811,
19981231,
19981231,
19981201,
19981110,
20130423,
20130513,
20120503,
20130617,
20130620,
20140211,
19981111,
19981120,
20110119,
20110211,
20120509,
20120516,
20120530,
20130705,
20130705,
20130812,
20100126,
20050207,
20030328,
19981112,
19990521,
20050126,
20060808,
20140701,
20140709,
20140709,
20110915,
20121204,
20061101,
20070122,
20161102,
20170707,
20150421,
20150903,
20150918,
20151029,
20160608,
20150828,
20160128,
20160621,
20150923,
20150716,
20150729,
20160202,
20150529,
20150601,
20160216,
20160212,
20160212,
20160613,
20151001,
20160512,
20150810,
20150407,
20150324,
20150413,
20150414,
20150417,
20100219,
20150730,
20150724,
20150422,
20150428,
20150512,
20150831,
20150901,
20150624,
20151214,
20150908,
20160322,
20150917,
20150922,
20151002,
20151005,
20151012,
20150701,
20151014,
20151202,
20151019,
20150721,
20130916,
20130806,
20100126,
20060323,
19920605,
20110316,
20120621,
20120704,
20130819,
20100222,
20110325,
20120704,
20120718,
20120116,
20161222,
20161018,
20161018,
20160418,
20160519,
20151231,
20161215,
20160817,
20160218,
20160311,
20160122,
20161206,
20170628,
20170628,
20160822,
20160708,
20160708,
20170531,
20170601,
20170227,
20170328,
20161230,
20161209,
20170620,
20170411,
20170718,
20161222,
20160215,
20160603,
20160920,
20170203,
20170302,
20160930,
20160930,
20160930,
20160713,
20170720,
20170313,
20170327,
20160704,
20170222,
20170821,
20170829,
20161104,
20161111,
20170331,
20170809,
20170801,
20160909,
20150630,
20150915,
20150709,
20150804,
20150811,
20150805,
20170105,
20170704,
20170626,
20170306,
20170105,
20170913,
20161216,
20170112,
20160908,
20171115,
20171016,
20171120,
20171204,
20170921,
20170926,
20170926,
20180102,
20180222,
20171229,
20180126,
20180228,
20180115,
20171127,
20171127,
20171127,
20180131,
20180213,
20180119,
20180124,
20180212,
20180110,
20180111,
20180209,
20171115,
20170929,
20171207,
20171207,
20171027,
20170816,
20160315,
20160205,
20170131,
20161226,
20160524,
20011113,
20160810,
20160418,
20151201,
20161128,
20160429,
20161128,
20160928,
20161205,
20161205,
20161207,
20161010,
20161014,
20161017,
20161017,
20160119,
20160920,
20161212,
20160517,
20160517,
20160629,
20160711,
20160926,
20151116,
20160921,
20151228,
20161104,
20151208,
20151109,
20100714,
20040331,
20040603,
20060524,
20050624,
20030127,
20070328,
19980422,
19981104,
19990401,
,
20141114,
19981229,
20050516,
19960621,
20060519,
20021022,
19990710,
19990813,
20100114,
20070509,
20050526,
19990529,
20080618,
20180108,
20180208,
20170407,
20170424,
20170613,
20180115,
19991124,
20170622,
20170706,
20170706,
20170630,
20170623,
20170703,
20170608,
20170316,
20170612,
20170530,
20170530,
20171205,
20170623,
20170927,
20171102,
20170428,
20170428,
20171220,
20170822,
20180103,
20170724,
20170216,
20170810,
20170808,
20170307,
20180130,
20170608,
20170421,
19870127,
20170918,
20170920,
20171106,
20170921,
20000426,
19991224,
20020311,
19970416,
20060206,
20111114,
20020522,
19981207,
19980816,
19980619,
19981210,
19931227,
20031203,
19910110,
20020408,
19970923,
19980330,
19981217,
19990723,
19990218,
20080619,
20080702,
20080708,
20080716,
20080813,
20080819,
20080916,
20030307,
20050516,
20060727,
20140930,
20091202,
20091228,
19981217,
19960725,
20120307,
20120313,
20130520,
20141002,
20141015,
20141020,
20141028,
20141029,
20141111,
19990708,
20040604,
20040422,
19970304,
20030725,
20040329,
20020522,
19981015,
20111123,
20141112,
19981128,
19990416,
19970904,
19901024,
20110802,
20110818,
20121113,
20121114,
19990227,
20100706,
20060414,
20100621,
20020119,
20040712,
20041122,
19920729,
20050411,
20031211,
20040619,
20060222,
19990419,
20040511,
19981204,
19991113,
20061004,
20050511,
20020119,
20070628,
20031201,
19880705,
19920319,
20110314,
20101228,
20120416,
20120423,
19990125,
19981127,
20030410,
19981204,
20070718,
19970611,
20141205,
20141216,
20141226,
19990121,
20110516,
20120817,
20120822,
20120824,
20120910,
20131114,
20131114,
20131204,
20130925,
20130927,
20131007,
20130205,
20140115,
20141118,
20141120,
20141127,
20141127,
20141203,
20080917,
19981117,
19981222,
20030308,
20021022,
19970618,
19950531,
19960131,
19831010,
19980206,
19981127,
20051124,
19980113,
20020307,
19981218,
19970109,
20060711,
19990402,
20050913,
20070510,
20100426,
19981110,
20071109,
19981211,
20031213,
20020116,
20030614,
19970110,
20020930,
19931230,
19981210,
19981126,
19990120,
19941201,
19980509,
20030613,
20071210,
20071107,
20081027,
20081113,
20100518,
20110627,
20120926,
19981021,
20030711,
20140814,
20100122,
20090805,
20090903,
20090923,
20091020,
20091109,
20091107,
19830603,
20061201,
19980722,
20061031,
19980530,
19960207,
20061026,
20070828,
20080107,
20050929,
19880822,
20070604,
19990114,
19970423,
20081128,
20080514,
19950504,
20131206,
20131212,
20131230,
20110718,
20121012,
20130816,
20110830,
20120717,
19881124,
19990319,
19860630,
19900906,
19981214,
19981218,
19990306,
19990517,
20090610,
20090615,
20090626,
20090303,
19981203,
19980722,
20031201,
20060705,
20041002,
20070523,
20020522,
20050318,
20060710,
19981128,
19971124,
20080131,
19981208,
19970522,
19981111,
20061220,
20040609,
20050520,
20051212,
19891117,
20020618,
20091127,
20140716,
20140723,
20131014,
20110412,
20110414,
20110421,
19981123,
20090323,
20140811,
20140814,
20140901,
20060306,
20140919,
20140926,
20120801,
20131021,
20131021,
20131031,
20131105,
20131112,
20100504,
19911112,
19991130,
19790630,
20020820,
20060830,
20050808,
20031201,
19981111,
19971031,
20050826,
20090121,
20090203,
20090429,
20090619,
20150320,
20041028,
20050329,
19981209,
19990723,
20041118,
20130826,
20110311,
20120612,
20120627,
20130819,
20130830,
20100326,
20120718,
20111212,
20111220,
20111228,
20101029,
20120103,
20111102,
20111109,
20121212,
19981117,
20120109,
20130315,
20130321,
20051215,
20050126,
20050317,
19910520,
19990312,
20070524,
19990430,
20000215,
20150109,
20150114,
20150120,
20150120,
20060106,
20070202,
20150128,
20150210,
20150213,
20080801,
20100726,
20120504,
20130627,
20140218,
19931105,
20110208,
20110216,
20120529,
20120604,
20120725,
20130705,
20130812,
20170101,
20150916,
20170105,
20161004,
20150326,
20150414,
20150821,
20170306,
20150709,
20150708,
20150803,
20150804,
20150827,
20160627,
20160523,
20140423,
20090409,
20100720,
20101027,
20130110,
20130116,
20020522,
20030303,
20100917,
20020508,
20130416,
20131230,
20140103,
20140114,
20140122,
20101125,
20120117,
20120120,
20120302,
20130430,
20130506,
20030329,
20150206,
20150310,
20150311,
20150316,
20140305,
20140307,
20150326,
20140404,
20140409,
20140410,
20140421,
20140423,
20140501,
20140508,
19970506,
20050624,
19981209,
20040409,
20140516,
20140519,
20140624,
20070905,
20030805,
20040826,
20040422,
20020408,
19970628,
20160614,
20150511,
20150529,
20151005,
20161215,
20160816,
20160817,
20160318,
20180205,
20160211,
20171207,
20160218,
20160729,
20161014,
20161017,
20160810,
20160419,
20160609,
20151201,
20150817,
20150930,
20160613,
20150724,
20150507,
20160304,
20150701,
20160616,
20151125,
20160328,
20160511,
20151026,
20150622,
19821109,
20160627,
20151112,
20150831,
20150828,
20150623,
20150624,
20160414,
20160331,
20160107,
20140626,
19981217,
19930226,
19980416,
20020816,
20061106,
20031204,
19981230,
20070627,
19970611,
19991115,
19981229,
19991203,
20140701,
20110915,
20121126,
20121205,
19990517,
20020119,
20100722,
20100722,
19981104,
20160712,
20170110,
20161031,
20170417,
20161111,
20170731,
20170801,
20160701,
20161026,
20160406,
20160909,
20160909,
20170208,
20170426,
20170330,
20161228,
20170314,
20161206,
20161206,
20160215,
20160215,
20160603,
20160922,
20161102,
20170710,
20160113,
20160412,
20160901,
20161128,
20180122,
20170918,
20170131,
20161014,
20151208,
20151211,
20151216,
20180209,
20151110,
20151231,
20160818,
20180222,
20011119,
20161004,
20161018,
20180214,
20161018,
20161010,
20180212,
20180108,
20160128,
20161123,
20161219,
20151019,
20150605,
20150721,
20150526,
20160427,
20150528,
20150923,
20160621,
20150908,
20151112,
20151015,
20160201,
20171027,
20171011,
20170515,
20171204,
20171226,
20170911,
20170825,
20171213,
20170504,
20170907,
20170605,
20170808,
20180108,
20170227,
20170601,
20170804,
20170216,
20170808,
20170502,
20170703,
20170405,
20170630,
20170516,
20170530,
20170825,
20170927,
20170927,
20170321,
20171108,
20171102,
20180115,
20180116,
20170614,
20180129,
20171030,
20171221,
20170622,
20170622,
20160920,
20161212,
20170628,
20170308,
20160913,
20170328,
20160819,
20160517,
20160112,
20170131,
20160708,
20160714,
20161111,
20170106,
20170118,
20170905,
20160926,
20170302,
20170331,
20170531,
20170531,
20160316,
20170717,
20170724,
20170612,
20170612,
20180112,
20170906,
20170918,
20171130,
20171227,
20170906,
20170411,
20170227,
20170419,
20160919,
20170214,
20160901,
20161111,
20171201,
20160311,
20161125,
20170706,
20170208,
20180205,
20160811,
20160422,
20151211,
20160613,
20160330,
20151116,
20171121,
20150908,
20160427,
20160516,
20160325,
20081009,
20160121,
20160405,
20160118,
20150526,
20041020,
20020831,
19981126,
19880101,
20050506,
19911230,
20060111,
20091230,
20100209,
20100506,
20100629,
20100708,
20101210,
20110411,
20110511,
20110523,
20110718,
20110915,
20111024,
20111219,
20120214,
20051118,
20141023,
20050411,
20050726,
20030802,
20020618,
20020506,
19981212,
19880101,
19981218,
19981218,
20140425,
20140617,
20140625,
20140819,
20140929,
20141119,
20150113,
20150327,
20150402,
20061214,
20060615,
20020408,
20000726,
20150107,
20050518,
20060421,
20070706,
20010305,
19981221,
20040520,
19970814,
19991213,
19880101,
19880101,
20020830,
20060324,
20050725,
20030826,
20070917,
20080305,
20080305,
20080501,
20080715,
20081103,
20090902,
20131212,
20051021,
20021012,
20120402,
20120619,
20120627,
20120727,
20120823,
20121002,
20121002,
20121226,
20130415,
20130712,
20131029,
20000310,
20040616,
20110531,
20111208,
20170417,
20170703,
20170419,
20170622,
20170220,
20170922,
20150917,
20170616,
20170619,
20170317,
20170306,
20171229,
20171229,
20171208,
20171208,
20171102,
20171221,
20170918,
20170918,
20180124,
20171121,
20160707,
20160727,
20160715,
20160919,
20160311,
20161107,
20161107,
20170103,
20170630,
20170228,
20161208,
20170201,
20161011,
20161006,
20170726,
20170717,
20151012,
20160928,
20160630,
20160106,
20150715,
20150526,
20150612,
20150507,
20131014,
20080305,
20080305,
20160317,
20150914,
20150819,
20150622,
20160613,
20160405,
20120801,
20120809,
20120828,
20121002,
20121031,
20121123,
20130207,
20130410,
20130530,
20131014,
20131015,
20131220,
19981123,
20080604,
20080401,
20060911,
20050928,
20040116,
20021230,
20020919,
20020506,
20010829,
19981217,
19880101,
19950531,
19981205,
19880101,
20140124,
20140519,
20140617,
20140625,
20140902,
20141119,
20141203,
20150213,
20150331,
20070419,
20030423,
20060703,
20141015,
20150331,
20020115,
19990102,
20020506,
20000816,
20030319,
20030304,
20020506,
20060221,
20010803,
19980930,
20050411,
19981217,
20040109,
20020830,
20020506,
20030228,
19880101,
20050722,
20050222,
20050125,
20060324,
20070706,
20061019,
20030228,
20030527,
19961011,
19931109,
20000713,
19970811,
20010510,
19990913,
19981230,
19981214,
19880101,
20061019,
20060704,
20050930,
19991108,
20050125,
20080305,
20080305,
20080305,
20080305,
20080305,
20080305,
20080516,
20081103,
20090420,
19981209,
20091119,
20100208,
20100329,
20100616,
20100621,
20100702,
20100818,
20100818,
20110304,
20110414,
20110426,
20110520,
20110711,
20110812,
20111007,
20111017,
20111107,
20111219,
20120208,
20120210,
20120426,
20120525,
20120619,
20120629,
19990705,
19960617,
19970520,
20040916,
20070522,
19981226,
20080114,
20061013,
19960716,
19971128,
19981215,
20111124,
20111128,
20110720,
20120413,
20120420,
20120423,
20120427,
20120430,
20050228,
20030710,
20030802,
20071226,
20050318,
19900807,
20020117,
20030328,
20030205,
19911029,
19990812,
19961119,
20080325,
20080325,
20080328,
19971230,
20070830,
20080401,
20040423,
19981112,
19941226,
19981214,
20051018,
20110826,
20120517,
20120525,
19981229,
19981212,
19990122,
19981214,
19990109,
20120110,
20120111,
20120113,
19980829,
19960930,
20020615,
20120113,
20120117,
20120117,
20120119,
20080204,
20020912,
20050223,
19950428,
20111219,
20111220,
20060922,
20050912,
20060517,
19961018,
19960930,
20071001,
20071004,
20061130,
20001130,
20011124,
19971229,
20060320,
20060612,
20060710,
20060308,
20060915,
20050205,
20050519,
20050623,
20040420,
20040107,
20020226,
20060518,
19991203,
20111206,
20060118,
19981212,
20030807,
20030523,
19971004,
19971014,
20050307,
19860918,
20060530,
20040317,
20080118,
20060519,
20040518,
19970626,
20120223,
20120228,
20120228,
20120306,
20021105,
20021210,
20060804,
20030520,
20020422,
20030221,
20020716,
20080121,
19970205,
20011031,
20120430,
20120504,
20120509,
20050120,
20120119,
20120119,
20120130,
20120207,
20000909,
20071205,
20080526,
20080602,
20070411,
20080623,
20041006,
20050906,
20020706,
20050310,
19930220,
20040623,
20040510,
20030905,
20060913,
20020823,
20030528,
20050202,
20050519,
19981215,
20070824,
19981211,
19981212,
19960819,
20040812,
20050518,
20050906,
20080103,
19981228,
20021023,
20040901,
19981221,
19960827,
20040805,
19980821,
20060921,
20031001,
20040706,
20070110,
20070227,
20060620,
20060915,
20070117,
20020306,
20070424,
20050202,
20051206,
20050715,
20050621,
20050719,
20050816,
20120314,
20070406,
19991022,
19950731,
20120326,
20070108,
19991227,
20021007,
20051014,
20040901,
20010104,
20020706,
20040217,
20040603,
20030704,
20110907,
20110920,
20110923,
20110927,
20120402,
20050912,
20120607,
20120612,
20051031,
19971124,
20071112,
20080422,
20100827,
20110518,
20110523,
20091102,
20100927,
20101004,
20110713,
20090116,
20091124,
20101005,
20101011,
20101012,
20101014,
19981215,
20040224,
20000313,
19981202,
20080226,
20080227,
20050202,
20050202,
20060420,
19981231,
19870827,
20010514,
20030103,
19970116,
19990602,
20060414,
20041110,
19980831,
20080313,
20060512,
20070416,
20040615,
20060919,
20050202,
20020328,
19990428,
20021217,
20021014,
19920501,
19940928,
20030605,
20020327,
19830725,
19980115,
19850701,
19960126,
19981205,
19980211,
20020527,
19971027,
20060621,
20060918,
20060921,
20030623,
19960902,
20050607,
20080225,
20020424,
20040712,
19850124,
20060613,
20111017,
20111021,
20120724,
20120821,
20090323,
20090327,
20091228,
20100115,
20101207,
20080718,
20080725,
20100122,
20031028,
19980828,
19960902,
20040219,
20040227,
20060508,
20030421,
20040624,
20041012,
20030428,
20041006,
20030905,
20020320,
20020329,
20070727,
20070525,
20050922,
19941010,
19950817,
20060616,
20011012,
20050603,
20060721,
20020509,
19971208,
19850930,
20010919,
20020329,
20050805,
20000607,
20010925,
20040227,
20010625,
19801223,
19851030,
19970319,
19981214,
20060919,
20050906,
20050930,
20060417,
20020625,
20090216,
20110530,
20110602,
20110621,
20091211,
20091216,
20101110,
20101110,
20080707,
20091014,
20150126,
20150127,
20150204,
20150205,
20150211,
20150216,
20150226,
20150227,
20090903,
20111108,
20150304,
20150306,
20150306,
20110513,
20090212,
20120830,
20050722,
19960201,
20090820,
20101214,
20080807,
20090429,
20090501,
20100302,
20110111,
20110111,
20110111,
20110111,
20080828,
20080902,
20090828,
20100604,
20100608,
20100621,
20100623,
20110228,
20090903,
20100709,
20110318,
20110325,
20110325,
20100318,
20110111,
20110111,
20110111,
20110112,
20100415,
20100426,
20110117,
20110117,
20110120,
20080925,
20090910,
20090911,
20100721,
20110407,
20081229,
20090929,
20091007,
20091009,
20111010,
20120629,
20120723,
20111013,
20120919,
20120919,
20120926,
20130716,
20130716,
20140617,
20140627,
19880829,
20130409,
20130412,
20130412,
20140220,
20140225,
20030919,
20000708,
20111031,
20111103,
20111103,
20120821,
20120821,
20121204,
20121204,
20131010,
20131016,
20131018,
20131022,
20140916,
20140916,
20140919,
20140924,
20150302,
20140806,
20080129,
20080222,
20100805,
20080925,
20081002,
20090629,
20100430,
20110208,
20081013,
20090708,
20090714,
20100518,
20110106,
20110111,
20081224,
20110209,
20100825,
20110419,
20110216,
20110222,
20081106,
20090727,
20090811,
20141210,
20141217,
20141223,
20141224,
20141229,
20141230,
20150107,
20150113,
20150119,
20140627,
20031106,
20121018,
20140217,
20140926,
20101103,
20110518,
20091104,
20101005,
20141007,
20141007,
20141013,
20080331,
20150311,
20150316,
20121025,
20000629,
20071030,
20121106,
20130816,
20130814,
20130826,
20140729,
20140807,
20140801,
20140819,
20140820,
20121107,
20150127,
20121121,
20121127,
20130910,
20130916,
20130917,
20130927,
20140829,
20140829,
20140904,
20121130,
20130503,
20130506,
20130523,
20101222,
20140414,
20140424,
20140514,
19960708,
20130610,
20130614,
20140515,
20140519,
20140520,
20140520,
19990615,
19840928,
19960905,
20130620,
20130711,
20140526,
20140527,
20140529,
20140605,
20140610,
20140612,
20130328,
20031107,
20100909,
20140212,
20141110,
20141112,
20141112,
20141118,
20141121,
20141103,
20130204,
20141111,
20141124,
20140305,
20091009,
20100115,
20130412,
20130416,
20130416,
20130416,
20140306,
20140314,
20140314,
20140318,
20140318,
20060131,
20100315,
20130422,
20130425,
20130425,
20130501,
20130503,
20140401,
20140401,
20110519,
19901130,
20100909,
20100909,
20101006,
20101103,
20121214,
20121226,
20121231,
20131022,
20131022,
20131023,
20131024,
20131031,
20131031,
20131106,
20140930,
20141007,
20141007,
20080514,
20140709,
20130805,
20130812,
20140709,
20140717,
20140718,
20140725,
20140725,
20140612,
20130716,
20160517,
20150915,
20160531,
20160523,
20151207,
20160330,
20131004,
20151120,
20150504,
20150512,
20150831,
20151014,
20150611,
20160118,
20151015,
20151020,
20150330,
19940216,
20030530,
19960214,
20111125,
20060224,
20100416,
20130909,
20091207,
20150326,
20150401,
20150403,
20150403,
20130110,
20130128,
20130128,
20131107,
20131108,
20131126,
20131128,
20141030,
20141030,
20141103,
20141107,
20080718,
20130204,
20130218,
20130222,
20131210,
20131211,
20141201,
20141202,
20141204,
20141205,
20081028,
20130222,
20130226,
20130227,
20130305,
20100616,
20140116,
20141013,
20141014,
20141014,
20141022,
20090323,
20130313,
20130325,
20070712,
20170914,
20170623,
20170626,
20170626,
20170627,
20160802,
20170714,
20170912,
20170912,
20170214,
20170302,
20170412,
20161021,
20160615,
20160621,
20160627,
20150714,
20151211,
20150729,
20150729,
20150707,
20160211,
20160112,
20150813,
20150617,
20151102,
20150922,
20160201,
20160510,
20160215,
20160215,
20160518,
20150908,
20160229,
20150528,
20150810,
20150810,
20150824,
20150421,
20150423,
20150428,
20150407,
20150408,
20150410,
20150410,
20150410,
20160530,
20151120,
20160615,
20150817,
20160607,
20160621,
20160622,
20160509,
20160427,
20160526,
20160627,
20160627,
20151215,
20150901,
20150911,
20160205,
20160421,
20160830,
20160912,
20161216,
20031018,
20060731,
20170718,
20170327,
20170123,
20170123,
20160816,
20160817,
20160817,
20170817,
20161017,
20161103,
20160822,
20160802,
20170823,
20010924,
20120109,
20120227,
20120228,
20120305,
19980831,
19981029,
20161007,
20161028,
20170803,
20170808,
20170830,
20170901,
20170314,
20161006,
20170530,
20150702,
20150708,
20151008,
20150916,
20150811,
20150716,
20150717,
20150720,
20170621,
20170613,
20170613,
20160727,
20160725,
20071130,
20080526,
20011015,
20080620,
20050902,
20010928,
20050324,
20170619,
20170620,
20170124,
20170201,
20170111,
20170113,
20030423,
19870821,
20010924,
19821101,
20160908,
20160908,
20160317,
20180115,
20161031,
20160222,
20160629,
20160630,
20160712,
20160106,
20161128,
20161128,
20151125,
20151125,
20160927,
20161118,
20170530,
20030422,
20020131,
20020821,
19981207,
20080123,
19981130,
20170526,
20170810,
20170810,
20170609,
20170608,
20170612,
20170905,
20170905,
20170906,
20170601,
20170608,
20170608,
20170608,
20170228,
20170412,
20170410,
20161206,
20110803,
20120508,
20120118,
20120119,
20120201,
19971013,
20170217,
20161125,
20160718,
20161219,
20161216,
20151113,
20160921,
20160902,
20160905,
20170110,
20160721,
20160725,
20161013,
20161013,
20161014,
20160712,
20160713,
